subj,rel,obj,teaching_weight,head_tier,tail_tier
放大镜,属于,情况,0.1,0,0
周围,来自,物体,0.1,0,0
光,射到,原因,0.1,0,0
光,射到,表面,0.1,0,0
距离,变,光线,0.1,0,0
同学,举,例子,0.1,0,0
光,射入,水中,0.1,0,0
速度,不变,光年,0.3,3,0
单位,发生,反射,0.1,0,0
光线,遵循,定律,0.1,0,0
介质,发生,现象,0.1,0,0
现象,叫做,光,0.1,0,0
现象,属于,折射,0.1,0,0
现象,叫,海市蜃楼,0.1,0,0
孩子,眨,眼睛,0.1,0,0
光,射向,玻璃,0.1,0,0
现象,叫做,折射,0.1,0,0
方向,改变,光,0.1,0,0
污染,成为,问题,0.1,0,0
中间,小于,厚度,0.1,0,0
水滴,使,阳光,0.1,0,0
太阳光,发散,光线,0.1,0,0
光线,叫做,透镜,0.1,0,0
延长线,叫做,透镜,0.1,0,0
可见光,遵从,定律,0.1,0,0
潜望镜,利用,光,0.1,0,0
光,损害,身心健康,0.1,0,0
建筑,安装,幕墙,0.1,0,0
光,形成,光线,0.1,0,0
距离,使,眼睛,0.1,0,0
大小,使,眼睛,0.1,0,0
光线,射入,液体,0.1,0,0
光线,射入,速度,0.3,0,3
紫外线,使,物质,0.1,0,0
位置,称为,运动,0.1,0,0
物体,有,形状,0.1,0,0
物体,具有,质量,0.1,0,2
概念,有,联系,0.1,0,0
时刻,有,联系,0.1,0,0
时间,有,联系,0.1,0,0
时间,指,间隔,0.1,0,0
运动,表示,快慢,0.1,0,0
速度,等于,比值,0.3,3,0
大小,叫做,速率,0.1,0,0
比值,叫做,速率,0.1,0,0
速度,保持,不变,0.3,3,0
速度,叫做,运动,0.3,3,0
物体,具有,方向,0.1,0,0
速度,具有,方向,0.3,3,0
矢量,发生,变化,0.1,0,0
物体,没有,加速度,0.1,0,2
比值,叫做,速度,0.3,0,3
纳米,写出,位置,0.1,0,0
轨迹,写出,位置,0.1,0,0
路程,等于,大小,0.1,0,0
乌龟,爬到,终点,0.1,0,0
速度,属于,矢量,0.3,3,0
广州,在,南方,0.1,0,0
同学,需,时间,0.1,0,0
流动,属于,运动,0.1,0,0
程度,称为,速度,0.3,0,3
知识,阅读,物理,0.1,0,0
长度,等于,半径,0.1,0,0
体积,发生,改变,0.1,0,0
过程,叫做,合成,0.1,0,0
对角线,代表,方向,0.1,0,0
分解,求,分力,0.1,0,0
定律,揭示,关系,0.1,0,0
一个,叫做,作用力,0.1,0,0
机械,叫做,轮轴,0.1,0,0
斜面,也是,机械,0.1,0,0
拉力,小于,重力,0.3,0,3
弹力,超过,限度,0.3,3,0
字母,写入,摩擦,0.1,0,0
绳子,碰到,摩擦,0.1,0,0
宇宙飞船,处于,状态,0.1,0,0
选择题,提起,机械,0.1,0,0
拉力,提起,机械,0.1,0,0
顶部,受到,作用,0.1,0,0
起重机,吊起,重物,0.1,0,0
起重机,改用,速度,0.3,0,3
重物,选用,机械,0.1,0,0
受力,发生,形变,0.1,0,0
气球,受到,作用,0.1,0,0
物体,发生,形变,0.1,0,0
物体,表现,惯性,0.1,0,0
练习,加上,后缀,0.1,0,0
知识,阅读,定律,0.1,0,0
物理学,发展,阶段,0.1,0,0
物理学家,创立,量子力学,0.1,0,0
爱因斯坦,提出,相对论,0.1,0,0
后缀,表示,性质,0.1,0,0
后缀,表示,程度,0.1,0,0
电压,产生,电流,0.1,0,0
两端,有,电压,0.1,0,0
电源,提供,电压,0.1,0,0
功率,消耗,电能,0.1,0,0
电能,发生,转化,0.1,0,0
周围,存在,物质,0.1,0,0
周围,有,电场,0.1,0,0
工作,包括,过程,0.1,0,0
电容器,解决,问题,0.1,0,0
比值,叫做,电容,0.1,0,0
指向,阻碍,电阻,0.1,0,0
大小,均无,关系,0.1,0,0
电压,消耗,形式,0.1,0,0
选择题,使,功率,0.1,0,0
电场,没有,作用,0.1,0,0
方向,做,变化,0.1,0,0
电压,等于,两端,0.1,0,0
电阻,等于,串联,0.1,0,0
倒数,等于,电阻,0.1,0,0
比值,叫做,电容器,0.1,0,0
并联,小于,电流,0.1,0,0
改写,改写,句子,0.1,0,0
电阻,表示,圆周率,0.1,0,0
直径,表示,压强,0.1,0,0
面积,表示,引力,0.1,0,0
体积,表示,加速度,0.1,0,2
材料,叫做,半导体,0.1,0,0
变化,转化,电信号,0.1,0,0
电阻,起到,作用,0.1,0,0
半导体,发挥,作用,0.1,0,0
靶子,表示,元素,0.1,0,2
分子,属于,此类,0.1,1,0
分子,包含,氢原子,0.1,1,0
分子,包含,原子,1.0,1,1
水中,有,分子,0.1,0,1
物质,起,变化,0.1,0,0
分子,起,变化,0.1,1,0
分子,发生,变化,0.1,1,0
分子,分成,粒子,0.1,1,0
原子,组合,分子,1.0,1,1
原子,发生,变化,0.1,1,0
表中,列出,构成,0.1,0,0
原子核,相当于,大小,0.3,3,0
比值,又称,原子量,0.1,0,0
元素,称为,化学元素,0.1,2,0
氢原子,统称,元素,0.1,0,2
原子,统称,元素,0.8,1,2
外层,具有,结构,0.1,0,0
趋向,达到,结构,0.1,0,0
形成,失去,电子,0.3,0,3
离子,形成,化合物,0.1,2,0
氧气,写出,汉字,0.1,0,0
句子,构成,物质,0.1,0,0
物质,没有,变化,0.1,0,0
元素,具有,统一,0.1,2,0
选择题,属于,粒子,0.1,0,0
元素,呈现,惰性,0.1,2,0
金属元素,失去,电子,0.3,0,3
金属元素,得到,电子,0.3,0,3
物质,含,元素,0.1,0,2
粒子,具有,不同,0.1,0,0
铁轨,到,长度,0.1,0,0
温度计,拿到,外面,0.1,0,0
实验,有,误差,0.1,0,0
词组,组成,句子,0.1,0,0
原子,平行,四边形,0.1,1,0
通信卫星,在,上空,0.1,0,0
粒子,构成,世界,0.1,0,0
燃烧,属于,化学变化,0.1,0,0
化学变化,生成,物质,0.1,0,0
性质,叫做,化学性质,0.1,0,0
盐酸,反应,气体,0.1,0,0
密度,属于,性质,0.1,0,0
质量,叫做,符号,0.1,2,0
化合物,有,组成,0.1,0,0
物质,参加,反应,0.1,0,0
集团,参加,反应,0.1,0,0
物质,组成,元素,0.1,0,2
方程式,学习,化学,0.1,0,0
化学家,表示,关系,0.1,0,0
方程式,反映,事实,0.1,0,0
玻璃,碎,变化,0.1,0,0
氢气,燃烧,化学变化,0.1,0,0
变化,叫做,化学反应,0.1,0,1
过程,属于,化学变化,0.1,0,0
下列,属于,性质,0.1,0,0
下列,属于,化学性质,0.1,0,0
式子,叫做,方程式,0.1,0,0
句子,生成,物质,0.1,0,0
铁块,磨成,变化,0.1,0,0
铜器,生,化学变化,0.1,0,0
二氧化碳,使,石灰水,0.1,0,0
能源,叫,甲醛,0.1,0,0
物质,燃烧,二氧化碳,0.1,0,0
用途,决定,性质,0.1,0,0
性质,说出,结果,0.1,0,0
发展,推动,进展,0.1,0,0
拉瓦锡,使用,物质,0.1,0,0
技术,达,要求,0.1,0,0
化学家,做,实验,0.1,0,0
认识,有,发展,0.1,0,0
前者,属于,物质,0.1,0,0
后者,起,作用,0.1,0,0
食盐,放到,水中,0.1,0,0
物质,叫做,溶剂,0.1,0,0
酒精,做,溶剂,0.1,0,0
汽油,溶解,油脂,0.1,0,0
高锰酸钾,溶于,汽油,0.1,0,0
现象,发生,变化,0.1,0,0
过程,吸收,热量,0.1,0,0
过程,放出,热量,0.1,0,0
过程,叫,结晶,0.1,0,0
水中,溶解,硝酸钾,0.1,0,0
物质,达到,状态,0.1,0,0
水里,溶解,氯化钠,0.1,0,0
质量,计算,成分,0.1,2,0
质量,计算,分数,0.1,2,0
质量,学习,化学,0.1,2,0
二氧化碳,表示,化学反应,0.1,0,1
化学反应,写出,物质,0.1,1,0
化学反应,写出,空气,0.1,1,0
化学反应,属于,化学性质,0.1,1,0
组合,表示,物质,0.1,0,0
铜器,生,二氧化碳,0.1,0,0
报道,说明,氯气,0.1,0,0
计算,使,人造卫星,0.1,0,0
混合物,叫做,溶液,0.1,0,0
物质,属于,溶液,0.1,0,0
硝酸钾,析出,过程,0.1,0,0
温度,变为,溶液,0.1,0,0
溶液,加入,硫酸钾,0.1,0,0
结晶,配制,硫酸,0.1,0,0
毒害,配制,硫酸,0.1,0,0
计算机,联成,网络,0.1,0,0
计算机,发挥,作用,0.1,0,0
食盐,加入,水中,0.1,0,0
水中,溶解,氯化钠,0.1,0,0
地球卫星,送入,轨道,0.1,0,0
光线,透过,缝隙,0.1,0,0
形成,属于,效应,0.1,0,0
氧气,变成,固体,0.1,0,0
顺序,有,应用,0.1,0,0
表面,生成,氧化物,0.1,0,0
反应,放出,气体,0.1,0,0
前面,讲解,化学性质,0.1,0,0
性能,加以,调节,0.1,0,0
部件,含有,金属,0.1,0,0
溶液,具有,化学性质,0.1,0,0
密度,腐蚀,薄膜,0.1,0,0
程度,反映,活动性,0.1,0,0
学生,表示,化学性质,0.1,0,0
技术人员,点燃,铝热剂,0.1,0,0
杂质,组成,空气,0.1,0,0
硫酸,反应,反应,0.1,0,0
人体,摄,元素,0.1,0,2
饮料,溶,二氧化碳,0.1,0,0
应用,经历,变化,0.1,0,0
发展,经历,变化,0.1,0,0
计算机,分为,微型机,0.1,0,0
微型机,称,计算机,0.1,0,0
空间,称为,单元,0.1,0,0
软件,指,操作系统,0.1,0,0
系统,进行,查询,0.1,0,0
系统,配接,外部设备,0.1,0,0
选择题,经历,变化,0.1,0,0
计算机,处理,数据,0.1,0,0
光盘,属于,计算机,0.1,0,0
硬件,包括,部分,0.1,0,0
常用,分成,类型,0.1,0,0
打印机,分成,类型,0.1,0,0
系统,配接,软件,0.1,0,0
速度,达到,小时,0.3,3,0
指标,兼容,晶体管,0.1,0,0
计算机,处理,信息,0.1,0,0
硬件,包括,键盘,0.1,0,0
数字,通用,光盘,0.1,0,0
计算机,丢失,数据,0.1,0,0
表示,属于,范围,0.1,0,0
用户,请求,计算机,0.1,0,0
右边,称作,区域,0.1,0,0
对象,拖到,位置,0.1,0,0
上下,滚动,箭头,0.1,0,0
左右,滚动,箭头,0.1,0,0
区内,滚动,位置,0.1,0,0
窗口,放大,按钮,0.1,0,0
窗口,放大,尺寸,0.1,0,0
窗口,还原,按钮,0.1,0,0
窗口,还原,大小,0.1,0,0
窗口,缩小,按钮,0.1,0,0
对象,送入,剪贴板,0.1,0,0
对象,复制,目的地,0.1,0,0
计算机,处于,状态,0.1,0,0
选择题,称为,一个,0.1,0,0
选择题,代表,对象,0.1,0,0
界面,采用,方式,0.1,0,0
命令,删除,对象,0.1,0,0
按钮,有,变化,0.1,0,0
练习,朗读,词语,0.1,0,0
对象,复制到,目的地,0.1,0,0
文本,打开,菜单,0.1,0,0
用户,进行,操作,0.1,0,0
系统,执行,程序,0.1,0,0
硫酸,走近,细胞,0.1,0,0
结构,进行,观察,0.1,0,0
结构,包括,部分,0.1,0,0
细胞膜,让,物质,0.1,0,0
细胞质,处于,状态,0.1,0,0
叶绿素,进行,转化,0.1,0,0
光能,进行,转化,0.1,0,0
细胞,还有,细胞壁,0.1,0,0
细胞,表现,生命力,0.1,0,0
细胞核,挤向,一侧,0.1,0,0
现象,叫做,生长,0.1,0,0
细胞,生长,大小,0.1,0,0
细胞核,发生,变化,0.1,0,0
细胞质,发生,变化,0.1,0,0
细胞,保留,能力,0.1,0,0
细胞,发育,阶段,0.1,0,0
细胞,保持,能力,0.1,0,0
细胞,失去,能力,0.1,0,0
变化,叫做,分化,0.1,0,0
生物,发生,分化,0.1,0,0
细胞,发生,分化,0.1,0,0
细胞,处于,状态,0.1,0,0
细胞,停止,分裂,0.1,0,0
化学反应,发生,变化,0.1,1,0
功能,发生,变化,0.1,0,0
细胞,具有,特征,0.1,0,0
细胞,结束,生命,0.1,0,0
凋亡,起,作用,0.1,0,0
选择题,具有,结构,0.1,0,0
病毒,需要,细胞,0.1,0,0
结构,通过,观察,0.1,0,0
显微镜,有,作用,0.1,0,0
细胞质,起,作用,0.1,0,0
内部,形成,环境,0.1,0,0
细胞,形成,细胞膜,0.1,0,0
细胞核,处于,部位,0.1,0,0
细胞,形成,细胞壁,0.1,0,0
增多,有,关系,0.1,0,0
细胞,吸取,物质,0.1,0,0
传递,影响,运输,0.1,0,0
细胞,经历,过程,0.1,0,0
过程,发生,变化,0.1,0,0
表现,发生,变化,0.1,0,0
细胞,结束,过程,0.1,0,0
过程,叫做,凋亡,0.1,0,0
细胞,保持,形态,0.1,0,0
汁液,来自于,细胞,0.1,0,0
体积,增大,分化,0.1,0,0
多莉,证明,作用,0.1,0,0
细胞核,挤,一侧,0.1,0,0
现象,叫做,扩散,0.1,0,0
生物圈,提供,条件,0.1,0,0
生物圈,提供,空间,0.1,0,0
表面,覆盖,土壤,0.1,0,0
生活,受到,影响,0.1,0,0
因素,发生,变化,0.1,0,0
生物,受到,影响,0.1,0,0
因素,影响,生物,0.1,0,0
生物,有,生活方式,0.1,0,0
数量,发生,变化,0.1,0,0
整体,叫做,生态系统,0.1,0,0
湖泊,看作,生态系统,0.1,0,0
组成,制造,有机物,0.1,0,0
植物,制造,有机物,0.1,0,0
能量,流入,体内,0.3,3,0
有机物,分解,物质,0.1,0,0
生态系统,具有,能力,0.1,0,0
生态系统,遭到,破坏,0.1,0,0
物质,进入,生态系统,0.1,0,0
生态系统,受,影响,0.1,0,0
长江,源自,生态系统,0.1,0,0
种子,到达,生态系统,0.1,0,0
迁徙,经过,生态系统,0.1,0,0
生物,带到,地方,0.1,0,0
年代,使用,药剂,0.1,0,0
DDT,危害,生物,0.1,0,0
生物,具有,生活方式,0.1,0,0
作用,造就,生物圈,0.1,0,0
生物,影响,环境,0.1,0,0
生物圈,包括,部分,0.1,0,0
整体,叫做,系统,0.1,0,0
稳定性,提高,生产者,0.1,0,0
事实,体现,生物,0.1,0,0
答题,有,作用,0.1,0,0
系统,遭到,破坏,0.1,0,0
平衡,打破,系统,0.1,0,0
生态系统,地处,地区,0.1,0,0
生态系统,具有,作用,0.1,0,0
生物圈,破坏,稳定性,0.1,0,0
生物,属于,消费者,0.1,0,0
生物圈,包括,表面,0.1,0,0
动物,叫做,消费者,0.1,0,0
酸雨,成为,问题,0.1,0,0
活动,影响,环境,0.1,0,0
燃烧,有,森林,0.1,0,0
人类,模拟,环境,0.1,0,0
年代,建造,基地,0.1,0,0
科学家,利用,计算机,0.1,0,0
伽利略,做,实验,0.1,0,0
关系,表示,vt,0.1,0,0
延长线,写出,线,0.1,0,0
菱形,写出,汉字,0.1,0,0
字母,表示,元素,0.1,0,2
语句,是不是,命题,0.1,0,0
命题,写成,形式,0.1,0,0
命题,经过,圆心,0.1,0,0
选择题,判断,命题,0.1,0,0
太阳光,通过,棱镜,0.1,0,0
中间,大于,厚度,0.1,0,0
练习,做出,镜面,0.1,0,0
练习,做出,判断,0.1,0,0
反射,做出,判断,0.1,0,0
时间,考虑,长度,0.1,0,0
方向,指向,位置,0.1,0,0
路程,大于,位移,0.3,0,3
物体,经过,位置,0.1,0,0
比值,称为,速率,0.1,0,0
比值,称为,速度,0.3,0,3
施力 牛顿,撤销,答案,0.1,0,0
重量,计算,重力,0.3,0,3
物体,叫做,作用,0.1,0,0
物体,叫做,弹力,0.3,0,3
大小,取决于于,方向,0.1,0,0
物体,有,惯性,0.1,0,0
汽车,受到,作用,0.1,0,0
动力,在,轴上,0.1,0,0
重力,小于,浮力,0.3,3,0
截面,提供,阻碍,0.1,0,0
面积,判断,大小,0.1,0,0
物体,叫做,导体,0.1,0,0
物体,叫做,绝缘体,0.1,0,0
多少,决定,时间,0.1,0,0
电流,通过,快慢,0.1,0,0
问答,叫做,电路,0.1,0,0
电场,有力,作用,0.1,0,0
比值,乘以,数值,0.1,0,0
质量,有,区别,0.1,2,0
知识,阅读,金属元素,0.1,0,0
知识,阅读,密度,0.1,0,0
汽油,挥发,关系,0.1,0,0
玻璃,碎,沸点,0.1,0,0
物质,变成,固态,0.1,0,0
化合物,等于,氧化物,0.1,0,0
化合物,等于,碳酸氢铵,0.1,0,0
性质,决定,用途,0.1,0,0
因素,还有,质量,0.1,0,2
汉语拼音,改 善,密度,0.1,0,0
表面,生成,薄膜,0.1,0,0
答案,写出,汉字,0.1,0,0
调节,拓展,规整,0.1,0,0
激光,衡量,摄像头,0.1,0,0
计算机,需要,硬件,0.1,0,0
存储器,读,系统,0.1,0,0
软件,填上,数据库,0.1,0,0
系统,属于,软件,0.1,0,0
汉语拼音,拖,箭头,0.1,0,0
工作区,翻动,内容,0.1,0,0
桌面,打开,查找,0.1,0,0
命令,恢复,对象,0.1,0,0
细胞核,起,作用,0.1,0,0
细胞,包括,部分,0.1,0,0
尾巴,消失,细胞,0.1,0,0
练习,填空,细胞膜,0.1,0,0
练习,填空,细胞质,0.1,0,0
沙地,成为,生态系统,0.1,0,0
有毒物,进入,系统,0.1,0,0
内容,选择,答案,0.1,0,0
两者,有,意思,0.1,0,0
位置,反映,化学性质,0.1,0,0
计算机,称为,电脑,0.1,0,0
气体,读,数字,0.1,0,0
小说,具有,吸引力,0.1,0,0
构成,有,意思,0.1,0,0
组成,用于,组合,0.1,0,0
集体,用,构成,0.1,0,0
原子,构成,分子,1.0,1,1
分子,构成,物体,0.1,1,0
汽车,离,石油,0.1,0,0
尾气,污染,环境,0.1,0,0
汽车,采用,燃料,0.1,0,0
方程,化成,x²,0.1,0,0
长度,叫做,要素,0.1,0,0
作用于,叫做,压力,0.1,0,0
计算,表示,面积,0.1,0,0
桌面,受到,压力,0.1,0,0
压强,受到,压力,0.1,0,0
引力,吸引住,月球,0.1,0,0
符号,等于,to,0.1,0,0
汉语,等于,to,0.1,0,0
机器人,进行,制作,0.1,0,0
条件,改变,结果,0.1,0,0
地图,定位,位置,0.1,0,0
地图,创造,可能,0.1,0,0
模式,产生,变化,0.1,0,0
最大,数,病毒,0.1,0,0
模式,带动,发展,0.1,0,0
条件,影响,状况,0.1,0,0
农业,实现,机械化,0.1,0,0
发展,意味,进步,0.1,0,0
保证,还有,意思,0.1,0,0
发生,意味,形成,0.1,0,0
注释,拥有,表示,0.1,0,0
练习,写出,弹性,0.1,0,0
车辆,控制,数量,0.1,0,0
金属,切割,微粒,0.1,0,0
烟雾,关心,环境,0.1,0,0
能源,包括,核能,0.1,0,0
比例,接近,黄金分割,0.1,0,0
意思,用于,书面,0.1,0,0
数字,用作,检核,0.1,0,0
程序,算出,余数,0.1,0,0
书面语,表示,意思,0.1,0,0
仙境,指,现象,0.1,0,0
化学,应用,方面,0.1,0,0
数字化,带来,变革,0.1,0,0
系统,推荐,医生,0.1,0,0
系统,进行,分诊,0.1,0,0
病人,收到,报告,0.1,0,0
报告,去,医院,0.1,0,0
信息化,改变,系统,0.1,0,0
阅读器,作为,工具,0.1,0,0
碳水化合物,作用,形式,0.1,0,0
词语,比较,基础,0.1,0,0
基本,指,根本,0.1,0,0
基本,指,主要,0.1,0,0
分解,指,部分,0.1,0,0
分裂,指,部分,0.1,0,0
阻力,达到,平衡,0.1,0,0
工程,配对,阅读,0.1,0,0
微量元素,有着,作用,0.1,0,0
元素,充当,作用,0.1,2,0
反应,表现,奥秘,0.1,0,0
方法,计算,问题,0.1,0,0
身体,受到,阻力,0.1,0,0
因素,不同,大小,0.1,0,0
大小,没有,数值,0.1,0,0
惯性,保持,属性,0.1,0,0
情况,列举,例子,0.1,0,0
文中,列举,例子,0.1,0,0
物体,无所谓,惯性,0.1,0,0
重力,大于,拉力,0.3,3,0
因素,影响,速度,0.3,0,3
塔顶,偏离,线,0.1,0,0
动物,面临,短缺,0.1,0,0
课文,集,技术,0.1,0,0
人类,涉及,配合,0.1,0,0
计算机,监控,环境,0.1,0,0
系统,选择,路线,0.1,0,0
监控,避开,理解,0.1,0,0
系统,帮助,汽车,0.1,0,0
结果,提交,用户,0.1,0,0
发展,形成,王国,0.1,0,0
法则,阅读,练习,0.1,0,0
能源,产生,气体,0.1,0,0
地方,出现,现象,0.1,0,0
来源,有,作用,0.1,0,0
曲线,称为,边界,0.1,0,0
函数,研究,关系,0.1,0,0
曲线,称为,区域,0.1,0,0
概念,来源于,研究,0.1,0,0
函数,作为,原型,0.1,0,0
函数,重复,运算,0.1,0,0
关系,使,元素,0.1,0,2
理解,来源于,研究,0.1,0,0
思想,追溯到,古代,0.1,0,0
牛顿,意识到,重要性,0.1,0,0
极限,追溯,逻辑,0.1,0,0
思想,到,古代,0.1,0,0
形式,罗列,条件,0.1,0,0
上面,装有,系统,0.1,0,0
主板,接,硬件,0.1,0,0
字符,淘汰,理解,0.1,0,0
档次,决定,速度,0.3,0,3
系统,进行,扩展,0.1,0,0
术语,注释,数据,0.1,0,0
计算机,提出,需求,0.1,0,0
计算,提出,需求,0.1,0,0
计算机,有,应用,0.1,0,0
计算机,进入,行列,0.1,0,0
计算机,入围,提名,0.1,0,0
计算,提供,手段,0.1,0,0
戈登·贝尔奖,阅读,理解,0.1,0,0
计算机,采用,处理器,0.1,0,0
开发,起,作用,0.1,0,0
计算机,引起,关注,0.1,0,0
词汇,引起,向往,0.1,0,0
提出,始于,年代,0.1,0,0
积累,使得,技术,0.1,0,0
助手,转化,文字,0.1,0,0
语音,转化,文字,0.1,0,0
技术,提取,文字,0.1,0,0
项目,使用,技术,0.1,0,0
智商,有,发展,0.1,0,0
人工智能,识别,文字,0.1,0,0
大脑,超越,人类,0.1,0,0
使用,说明,格式,0.1,0,0
用户,操作,计算机,0.1,0,0
软件,包括,工具,0.1,0,0
软件,采用,工具,0.1,0,0
软件,有,许可,0.1,0,0
使用者,使用,软件,0.1,0,0
拷贝,引发,问题,0.1,0,0
浏览器,许可,理解,0.1,0,0
软件,包括,程序,0.1,0,0
应用题,找出,软件,0.1,0,0
吸引力,超过,Aero,0.1,0,0
用户,搜索,信息,0.1,0,0
效果,提供,功能,0.1,0,0
功能,采用,结构,0.1,0,0
功能,采用,操作系统,0.1,0,0
用户,打开,窗口,0.1,0,0
数据,描述,属性,0.1,0,0
硬件,执行,源程序,0.1,0,0
过程,称为,编译,0.1,0,0
结果,称为,程序,0.1,0,0
程序,变成,形式,0.1,0,0
术语,注释,函数,0.1,0,0
内容,包括,介绍,0.1,0,0
算法,加上,说明,0.1,0,0
函数,加上,说明,0.1,0,0
年轻人,关注,事件,0.1,0,0
软件,属于,使用,0.1,0,0
系统,提供,方法,0.1,0,0
硬件,发生,变化,0.1,0,0
发展,影响,生活,0.1,0,0
发展,经历,阶段,0.1,0,0
网民,获取,信息,0.1,0,0
理解,填表,形式,0.1,0,0
网络,引起,瘫痪,0.1,0,0
硬件,支持,协议,0.1,0,0
用户,进行,通信,0.1,0,0
电脑,连接,网络,0.1,0,0
大小,发生,变化,0.1,0,0
物体,具有,加速度,0.1,0,2
外力,改变,方向,0.1,0,0
方向,指向,圆心,0.1,0,0
物体,远离,圆心,0.1,0,0
外力,小于,向心力,0.1,0,0
阻力,提供,向心力,0.1,0,0
现象,造成,危害,0.1,0,0
向心力,改变,方向,0.1,0,0
离心力,克服,阻力,0.1,0,0
用途,叙述,现象,0.1,0,0
牛顿,提出,定律,0.1,0,0
定律,构成,体系,0.1,0,0
定律,受到,作用,0.1,0,0
牛顿,得出,概念,0.1,0,0
定律,迫使,微积分,0.1,0,0
运动,保持,状态,0.1,0,0
定律,给出,关系,0.1,0,0
成功,使,物理学家,0.1,0,0
加速度,分解,分量,0.1,2,0
现象,叫做,重力,0.3,0,3
重力,带来,不便,0.3,3,0
空气,产生,对流,0.1,0,0
活动,受,影响,0.1,0,0
开发,提供,途径,0.1,0,0
环境,带来,好处,0.1,0,0
范本,需要,报告,0.1,0,0
项目,需要,报告,0.1,0,0
报告,包括,信息,0.1,0,0
课文,注意,现象,0.1,0,0
影子,反映,大小,0.1,0,0
物体,产生,影子,0.1,0,0
影子,有,关系,0.1,0,0
现象,进行,总结,0.1,0,0
线,交于,中心,0.1,0,0
投影,表达,大小,0.1,0,0
交点,称为,原点,0.1,0,0
视图,反映,关系,0.1,0,0
影子,没有,关系,0.1,0,0
形状,没有,关系,0.1,0,0
线,叫,棱线,0.1,0,0
视图,区分,物体,0.1,0,0
轴线,分成,部分,0.1,0,0
轴线,分成,直线,0.1,0,0
立体,分成,部分,0.1,0,0
立体,分成,直线,0.1,0,0
环节,为,依据,0.1,0,0
系统,提供,工具,0.1,0,0
结果,推到,总体,0.1,0,0
方法,为,基础,0.1,0,0
结果,接近,分布,0.1,0,0
频数,表示,数字,0.1,0,0
概率,重复,比例,0.1,0,0
概率,表示,比例,0.1,0,0
比例,表示,百分比,0.1,0,0
球队,有,可能,0.1,0,0
本文,介绍,关系,0.1,0,0
形式,包含,信息,0.1,0,0
数字,提供,量度,0.1,0,0
单位,结合,情况,0.1,0,0
格式,分为,安排,0.1,0,0
执行者,实施,管理,0.1,0,0
计划,采用,形式,0.1,0,0
元素,射出,碎片,0.1,2,0
元素,射出,原子核,0.3,2,3
分析,鉴别,物质,0.1,0,0
加速器,创造,条件,0.1,0,0
科学家,制成,元素,0.1,0,2
分子结构,确定,结构,0.1,0,0
学说,起到,作用,0.1,0,0
凯库勒,确立,结构,0.1,0,0
结构,起到,作用,0.1,0,0
凯库勒,提出,结构,0.1,0,0
细胞,遭到,破坏,0.1,0,0
细胞,具有,功能,0.1,0,0
细胞,进行,代谢,0.1,0,0
顺序,表现,信息,0.1,0,0
顺序,有着,关系,0.1,0,0
报告,有,部分,0.1,0,0
报告,有,讨论,0.1,0,0
冯克,提取,物质,0.1,0,0
物质,统称,维生素,0.1,0,0
命名,采用,字母,0.1,0,0
矿物质,喂养,米糠,0.1,0,0
脚气病,影响,系统,0.1,0,0
疾病,叫,维生素,0.1,0,0
动物,缺乏,维生素,0.1,0,0
科学家,提取,物质,0.1,0,0
食物,刺激,系统,0.1,0,0
感受性,有,联系,0.1,0,0
感受性,没有,联系,0.1,0,0
生物化学反应,破坏,成分,0.1,0,0
特点,分为,调查报告,0.1,0,0
调查报告,有,规律性,0.1,0,0
内容,有,观点,0.1,0,0
导语,有,类型,0.1,0,0
议论,在,部分,0.1,0,0
内容,有,方面,0.1,0,0
内容,有,事实,0.1,0,0
内容,分为,部分,0.1,0,0
空间,分成,部分,0.1,0,0
建立,开创,数学,0.1,0,0
世纪,研究,问题,0.1,0,0
费马,研究,问题,0.1,0,0
学科,达到,形式,0.1,0,0
发展,有着,联系,0.1,0,0
创立,打下,基础,0.1,0,0
几何,包括,部分,0.1,0,0
数学家,研究,问题,0.1,0,0
速度,考虑,大小,0.3,3,0
上方,加,箭头,0.1,0,0
向量,移动,位置,0.1,0,0
结论,推广,空间,0.1,0,0
自然界,节省,皮肤,0.1,0,0
创造性,提出,问题,0.1,0,0
格式,趋向,标准化,0.1,0,0
规定,起到,作用,0.1,0,0
报警器,检查,速度,0.3,0,3
飞机,移向,卫星,0.1,0,0
频率,发生,变化,0.1,0,0
效应,带来,问题,0.1,0,0
改变,引起,变化,0.1,0,0
系统,减去,做功,0.1,0,0
系统,处于,状态,0.1,0,0
系统,处于,过程,0.1,0,0
系统,传给,外界,0.1,0,0
中间,需要,媒介,0.1,0,0
周围,存在,电场,0.1,0,0
强度,简称,比值,0.1,0,0
方向,没有,关系,0.1,0,0
现象,利用,电磁场,0.1,0,0
磁场,存在,变化,0.1,0,0
时候,产生,电流,0.1,0,0
电流,产生,回路,0.1,0,0
涡流,有,特性,0.1,0,0
电流,达到,强度,0.1,0,0
灶具,加热,空气,0.1,0,0
铁芯,产生,现象,0.1,0,0
涡流,进行,检查,0.1,0,0
处理,列成,表格,0.1,0,0
数据,写明,单位,0.1,0,0
数据,采用,单位,0.1,0,0
工程,属于,范围,0.1,0,0
设计,创造,环境,0.1,0,0
形象,发生,变化,0.1,0,0
功能,分为,类型,0.1,0,0
建筑,满足,要求,0.1,0,0
材料,有着,意义,0.1,0,0
材料,促进,发展,0.1,0,0
探讨,有,发展,0.1,0,0
