entity,tier,ahp_weight
传导体,0,0.0
脂肪,0,0.0
病,0,0.0
美食,0,0.0
骨架,0,0.0
飞跃,0,0.0
充分条件,0,0.0
复色光,0,0.0
铁球,0,0.0
合运动,0,0.0
小轮,0,0.0
代数和,0,0.0
杠杆,0,0.0
比,0,0.0
文件名称,0,0.0
立足点,0,0.0
薄层,0,0.0
定值,0,0.0
和,0,0.0
有毒气体,0,0.0
逆反应,0,0.0
弱酸,0,0.0
作用点,0,0.0
记录汉语的书面符号,0,0.0
计量温度的单位,0,0.0
比较句中,0,0.0
小规模的生产活动,0,0.0
两个星球之间的相互作用,0,0.0
测量身体温度,0,0.0
测量身体温度的,0,0.0
强调完全达到或差不多达到了某种程度,0,0.0
观察远距离物体的光学仪器,0,0.0
不同的物体上的,0,0.0
重物的向下的引力P,0,0.0
绳子上),0,0.0
地球上),0,0.0
物体上的压力F跟受力面积S的比值,0,0.0
所有适用的机型,0,0.0
科学技术中,0,0.0
铺地,0,0.0
机器修理和安装,0,0.0
测量温度,0,0.0
测量的指纹仅是相当小的一片表皮,0,0.0
治病的药物成分,0,0.0
不同的物体上,0,0.0
描述变量之间,0,0.0
描述变量之间的关系的概念,0,0.0
军事信息加密的凯撒密码,0,0.0
刻画事件出现,0,0.0
刻画事件出现的可能性大小的数量指标,0,0.0
统计学领域是为统计学发展奠下了一脚油门,0,0.0
标记汉字读音,0,0.0
标记汉字读音的拼音也就可以自然地作为汉字的输入编码,0,0.0
解决航空航天工业中的具体问题,0,0.0
传送保密内容,0,0.0
导航定位,0,0.0
建筑、机械制造、交通运输等领域,0,0.0
航空、建筑、包装等行业,0,0.0
分辨方位的依据,0,0.0
建筑、机械制造等领域,0,0.0
计量温度,0,0.0
进行操作实现的运动,0,0.0
高速计算的电子计算机器,0,0.0
存储文件 操作系统统一管理计算机系统的全部资源 操作系统是用户和计算机的接口 操作系统是系统软件的核心 关于操作系统的目的说法不正确的是,0,0.0
传递兴奋的,0,0.0
保护真皮的,0,0.0
农业、医学和其他领域的生产实践,0,0.0
确定物体处于相对静止或相对运动状态,0,0.0
确定物体处于相对静止或相对运动状态的比较物,0,0.0
制造养分实际上是适应环境的一个表现,0,0.0
信息技术中的具有半导体功能的元素,0,0.0
测定光合作用的速度,0,0.0
激活转运、合成大分子、细胞分裂和肌肉收缩,0,0.0
繁殖培育更符合我们意愿,0,0.0
繁殖培育更符合我们意愿的动物和植物的一种常用方法,0,0.0
复制,0,0.0
整式运算,0,0.0
微观粒子,0,0.0
宏观物体,0,0.0
表示事物的成分或形状,0,0.0
养金鱼,0,0.0
存放程序和数据,0,0.0
存放程序和数据的,0,0.0
克来做重量的单位而不是重力的单位,0,0.0
信息技术中的、具有半导体功能的元素,0,0.0
事物或人的组合,0,0.0
指事物的组成,0,0.0
制造耐火坩埚,0,0.0
